Year_Birth;Education;Marital_Status;Estimated_Income;Kid_home;Teen_home;Registration_date;Recency;Exist_Complain;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumWebPurchases;NumCatalogPurchases;NumStorePurchases
1969;PhD;Married;94871;0;2;01.09.2020;99;0;169;24;553;188;0;144;8;5;4
1958;Graduation;Married;65148;0;1;16.11.2020;9;0;460;35;422;33;12;153;6;6;7
1954;Graduation;Together;39898;0;1;12.02.2021;20;0;69;8;26;12;7;12;3;0;4
1956;Master;Single;64857;0;0;23.11.2020;78;0;556;14;717;210;0;43;7;5;10
1970;PhD;Married;59892;0;1;02.11.2021;26;0;73;0;13;0;1;0;2;1;3
1987;Master;Single;41020;0;0;28.10.2021;68;0;112;1;54;7;7;36;3;2;4
1961;PhD;Married;57072;0;1;24.01.2022;79;0;944;0;60;0;0;30;7;5;13
1979;Graduation;Single;60474;0;1;01.04.2021;25;0;265;199;303;234;9;170;10;2;12
1960;Graduation;Together;62807;0;1;31.08.2020;83;0;526;28;135;10;21;99;5;3;12
1981;2n Cycle;Together;19414;1;0;16.10.2021;32;0;2;3;12;3;5;7;1;0;3
1980;Graduation;Married;19107;1;0;22.08.2021;49;0;2;4;9;10;5;16;1;0;3
1976;2n Cycle;Together;75484;0;1;02.08.2020;50;0;378;97;259;197;194;34;7;3;6
1976;Master;Single;70379;0;1;03.03.2021;84;0;553;25;142;65;67;8;6;3;13
1970;Master;Together;79419;0;0;22.06.2022;96;0;751;127;687;20;15;31;4;6;4
1946;PhD;Together;64014;2;1;10.06.2022;56;0;406;0;30;0;0;8;8;2;5
1955;Graduation;Married;76998;0;1;11.01.2021;85;0;1449;89;161;69;35;107;11;8;8
1972;Master;Together;49854;1;0;10.11.2021;63;0;123;17;171;39;0;30;6;2;5
1971;PhD;Married;60585;1;1;24.06.2021;17;0;267;42;309;55;42;21;7;4;9
1950;PhD;Divorced;42873;1;1;21.01.2021;11;0;209;0;40;3;2;15;6;1;4
1988;Graduation;Together;87679;0;0;27.07.2021;62;0;1259;172;815;97;148;33;7;11;10
1978;Graduation;Together;57867;1;0;01.10.2021;48;0;344;35;178;15;23;17;7;2;9
1990;Graduation;Married;35765;1;0;11.12.2021;86;0;22;3;30;0;5;15;2;0;4
1959;Graduation;Married;65492;0;0;26.01.2022;73;0;247;161;295;210;85;47;4;7;13
1977;Graduation;Divorced;32952;1;0;01.12.2021;36;0;38;0;12;3;1;1;2;0;3
1969;PhD;Together;53374;0;1;16.08.2020;34;0;896;10;101;13;10;34;4;2;9
1959;Graduation;Together;71706;0;1;13.11.2020;16;0;931;56;253;91;98;14;9;5;7
1988;Graduation;Married;68487;0;0;13.01.2021;48;0;758;12;385;33;89;89;9;7;13
1975;Master;Together;53253;1;1;11.02.2021;61;0;216;9;57;20;9;125;4;3;5
1973;2n Cycle;Divorced;31163;1;0;13.02.2022;54;0;2;3;10;11;2;10;1;0;3
1977;Graduation;Married;42014;1;0;17.08.2020;56;0;244;15;108;4;15;50;7;1;6
1973;Master;Married;54108;1;1;05.11.2020;74;0;539;6;91;8;6;97;8;2;9
1955;PhD;Single;49667;0;0;20.08.2020;35;0;1181;26;120;17;13;39;5;10;5
1974;Master;Married;63206;0;0;20.03.2022;65;0;750;8;125;11;8;26;4;3;6
1972;Master;Married;57136;1;1;09.07.2021;48;0;306;5;109;21;109;92;5;2;10
1975;2n Cycle;Together;46772;0;1;07.11.2020;88;0;350;104;189;197;151;57;11;8;5
1971;PhD;Married;78931;0;0;25.10.2021;19;0;331;197;170;58;152;35;2;8;13
1958;Graduation;Together;53977;0;1;08.06.2021;21;0;620;16;165;0;24;82;5;5;12
1988;Graduation;Married;84219;0;0;02.02.2022;27;0;434;137;400;45;137;45;3;4;10
1975;Master;Single;46098;1;1;18.08.2020;86;0;57;0;27;0;0;36;3;2;2
1965;Graduation;Married;73538;0;1;25.11.2020;92;0;811;76;428;99;137;107;10;4;9
1986;Graduation;Married;79529;0;0;27.04.2022;1;0;423;42;706;73;197;197;4;8;9
1977;2n Cycle;Together;20981;0;0;30.04.2021;14;0;2;12;10;6;13;30;3;1;2
1980;Graduation;Single;51766;1;0;11.03.2022;74;0;60;51;87;6;20;51;4;2;4
1962;Graduation;Married;55759;0;1;28.11.2020;84;0;675;0;85;10;7;77;10;3;8
1978;Graduation;Married;33039;1;0;09.09.2021;4;0;30;8;12;8;8;12;2;0;4
1972;Master;Married;37787;1;0;20.09.2021;50;0;40;1;40;4;3;18;3;0;3
1970;Graduation;Single;27242;1;0;11.11.2020;2;0;3;17;26;20;1;39;2;0;3
1983;PhD;Single;87188;0;0;03.06.2021;73;0;910;111;724;49;74;55;10;2;6
1971;Graduation;Together;69930;0;0;26.05.2021;21;0;252;98;827;219;70;196;4;5;12
1976;Graduation;Single;37697;1;0;07.02.2022;82;0;34;6;21;11;4;8;2;1;3
1973;PhD;Married;37401;1;0;06.05.2022;14;0;19;3;19;3;1;3;2;0;3
1973;Graduation;Single;3502;1;0;13.04.2021;56;0;2;1;1;0;0;1;0;0;0
1976;Graduation;Married;58597;1;1;20.11.2020;20;0;490;0;184;10;28;21;7;4;9
1948;PhD;Widow;82032;0;0;05.04.2022;54;0;332;194;377;149;125;57;4;6;7
1958;Graduation;Together;28087;1;1;11.12.2020;77;0;53;8;17;13;0;21;2;2;2
1987;PhD;Single;74004;0;0;24.02.2022;5;0;784;48;560;42;176;48;4;6;4
1960;Graduation;Together;19740;0;1;24.03.2021;65;0;7;11;3;10;4;20;1;1;3
1975;2n Cycle;Married;57036;0;1;11.12.2020;33;0;1171;43;219;19;14;47;6;3;13
1958;2n Cycle;Together;53083;1;1;15.05.2021;65;0;215;7;33;3;0;13;5;1;5
1975;PhD;Married;69283;0;1;14.06.2022;41;0;674;62;134;0;26;8;7;3;13
1975;Master;Single;46098;1;1;18.08.2020;86;0;57;0;27;0;0;36;3;2;2
1988;2n Cycle;Married;23331;1;0;04.09.2020;92;0;5;36;7;0;10;45;3;0;3
1988;2n Cycle;Single;23331;1;0;05.10.2020;97;0;104;20;101;24;15;5;5;1;5
1989;Graduation;Single;9255;1;0;20.12.2021;91;0;9;0;7;2;0;4;1;1;2
1959;PhD;Widow;67786;0;0;07.12.2021;0;0;431;82;441;80;20;102;3;6;6
1971;PhD;Married;71969;0;1;16.10.2020;59;0;1000;0;76;0;0;10;3;4;9
1967;Master;Single;59235;1;0;12.01.2021;4;0;448;40;469;80;0;91;11;2;12
1989;Graduation;Together;31928;1;0;28.03.2022;5;0;33;4;24;4;2;5;3;0;4
1961;Master;Together;74881;1;1;08.03.2021;48;0;505;72;270;36;27;54;9;2;12
1978;Graduation;Married;65819;0;0;29.11.2020;99;0;267;38;701;149;165;63;5;4;10
1953;PhD;Single;51411;1;2;26.05.2021;81;0;14;0;3;0;0;1;0;0;3
1964;Graduation;Divorced;51983;0;1;31.08.2020;95;0;631;0;115;10;7;30;9;2;10
1986;Master;Together;42386;1;0;13.01.2021;43;0;65;4;16;0;4;11;3;0;3
1987;2n Cycle;Married;30390;0;0;02.09.2021;5;0;10;12;12;25;1;20;2;0;3
1963;Graduation;Single;30983;0;0;09.11.2020;50;0;51;4;50;12;1;49;4;0;3
1957;Graduation;Widow;66033;0;1;20.01.2021;76;0;293;35;179;46;59;65;8;3;7
1975;2n Cycle;Married;37284;1;1;29.03.2021;46;0;11;1;2;2;1;6;0;0;3
1951;Master;Divorced;57530;0;1;12.10.2021;68;0;50;1;27;6;7;1;1;1;4
1965;2n Cycle;Married;76800;0;0;08.03.2022;33;0;173;26;255;35;71;81;4;4;7
1956;Graduation;Married;63943;0;1;02.09.2020;50;0;423;184;368;13;97;21;6;4;6
1962;Graduation;Together;76081;0;0;23.05.2022;85;0;292;30;415;63;33;200;4;5;4
1974;Graduation;Married;67445;0;1;12.08.2020;63;0;757;80;217;29;80;11;9;6;12
1967;Master;Married;37054;1;1;15.09.2021;89;0;12;1;6;0;1;5;1;0;3
1962;Master;Together;47175;1;1;28.10.2020;81;0;167;2;44;6;2;19;4;2;4
1976;Graduation;Divorced;31859;1;0;14.06.2021;77;0;3;1;3;8;0;5;1;0;2
1961;Graduation;Divorced;27215;2;1;23.01.2021;50;0;30;5;22;8;9;28;2;1;4
1976;PhD;Divorced;70179;0;1;21.07.2021;10;0;532;88;168;69;44;133;7;3;13
1983;Graduation;Married;39922;1;0;14.02.2021;30;0;29;12;59;19;1;36;3;0;4
1976;Master;Married;49681;0;2;04.11.2021;66;0;411;0;26;0;0;21;7;1;7
1988;Graduation;Married;24645;1;0;01.11.2020;16;0;5;3;4;4;1;0;1;0;2
1954;Graduation;Divorced;79865;0;1;18.06.2022;12;0;71;99;278;185;121;38;5;10;5
1985;Graduation;Married;44322;1;0;16.06.2022;30;0;46;0;40;3;0;3;3;0;3
1952;Graduation;Single;47958;0;1;19.01.2021;8;0;268;11;88;15;3;22;6;3;5
1964;Master;Single;63972;0;1;02.12.2020;93;0;928;63;254;0;12;12;5;4;10
1954;Graduation;Together;75315;0;1;15.04.2022;14;0;459;15;171;142;23;31;5;4;12
1950;PhD;Married;55517;1;1;27.09.2020;53;0;483;0;108;0;6;36;11;1;6
1957;PhD;Married;75283;1;2;27.03.2021;26;0;733;9;180;12;19;66;6;3;5
1946;PhD;Single;82800;0;0;24.11.2020;23;0;1006;22;115;59;68;45;7;6;12
1954;Graduation;Married;38998;1;1;03.11.2020;92;1;34;1;14;0;0;5;2;0;3
1991;Master;Single;90638;0;0;13.02.2022;29;0;1156;120;915;94;144;96;3;4;10
1986;Master;Married;27161;1;0;28.10.2021;41;0;7;4;23;7;0;11;1;0;3
1977;Graduation;Married;42014;1;0;17.08.2020;56;0;244;15;108;4;15;50;7;1;6
1960;PhD;Together;38201;0;1;29.03.2021;19;0;233;0;23;0;0;12;5;1;5
1982;Graduation;Together;45203;2;0;23.03.2022;4;0;35;3;67;10;8;24;3;1;3
1947;PhD;Together;81574;0;0;28.04.2022;89;0;1252;0;465;46;35;0;4;5;8
1992;Graduation;Married;34935;0;0;21.06.2021;71;0;34;4;66;3;10;20;2;1;4
1976;Master;Single;60482;0;1;23.01.2021;81;0;255;43;134;37;14;24;7;2;7
1956;Graduation;Together;34633;2;1;23.01.2022;31;0;8;1;5;0;0;1;1;0;2
1947;Master;Together;78093;0;0;11.12.2021;53;0;368;32;639;13;43;10;4;7;5
1950;Graduation;Divorced;82460;0;0;02.12.2021;78;0;255;47;573;52;32;15;5;3;6
1966;Master;Together;45903;0;1;23.04.2022;80;0;33;8;10;2;10;3;2;1;3
1987;Graduation;Divorced;81361;0;0;25.02.2022;18;0;163;23;424;27;65;76;3;10;13
1973;PhD;Divorced;35860;1;1;19.05.2022;37;0;15;0;8;4;2;20;1;1;2
1952;Master;Together;40442;1;1;19.08.2020;52;0;45;12;52;25;22;13;3;1;4
1965;Graduation;Married;61482;0;0;27.06.2022;39;0;48;58;68;16;66;43;3;2;6
1980;Graduation;Married;34968;1;0;10.04.2021;11;0;158;6;45;8;2;2;3;2;5
1987;Graduation;Married;75794;0;0;24.12.2021;33;0;754;160;625;63;32;48;7;5;12
1962;PhD;Together;31497;0;1;06.12.2020;22;0;108;1;28;13;1;4;3;1;4
1955;Graduation;Married;74268;0;0;14.02.2021;83;0;199;66;315;97;174;41;4;3;5
1988;Basic;Together;13724;1;0;31.08.2020;43;0;2;7;5;2;15;27;2;0;2
1965;Master;Together;45143;0;1;26.08.2021;74;0;202;5;74;11;5;14;6;1;5
1967;PhD;Single;52569;0;1;05.04.2022;54;0;85;0;3;0;0;7;2;0;4
1973;PhD;Single;48432;0;1;18.10.2020;3;0;322;3;50;4;3;42;7;1;6
1960;Master;Together;17144;1;1;15.02.2022;96;0;18;2;19;0;2;6;3;0;4
1984;Graduation;Single;36108;1;0;15.10.2021;68;0;141;8;129;3;11;47;7;1;4
1971;Graduation;Married;76445;1;0;28.09.2020;2;0;739;107;309;140;80;35;2;5;13
1975;PhD;Married;36663;1;0;25.04.2022;40;0;18;0;6;3;3;5;1;1;3
1965;Master;Married;53843;0;1;27.06.2021;64;0;378;0;88;19;4;73;8;5;3
1956;Master;Married;90226;0;0;26.09.2020;26;0;1083;108;649;253;151;108;4;7;12
1955;Master;Divorced;70638;0;0;01.06.2021;69;0;1016;12;215;16;12;63;4;5;10
1960;Graduation;Together;44512;1;1;30.08.2021;57;0;23;1;6;0;0;2;1;0;3
1961;Graduation;Married;27116;1;1;02.03.2022;78;0;12;1;21;2;2;3;2;0;3
1963;PhD;Married;54072;1;1;27.07.2021;71;0;35;0;4;0;0;0;2;0;2
1977;Graduation;Married;71855;0;1;16.01.2021;59;0;548;31;422;0;112;28;5;5;11
1990;2n Cycle;Single;51250;1;0;30.03.2021;28;0;342;32;230;34;32;40;10;5;4
1973;Master;Married;60432;0;1;09.03.2022;61;0;365;3;15;4;3;11;7;2;5
1964;PhD;Married;65526;0;1;11.04.2022;22;0;397;19;69;12;0;9;4;4;8
1988;Graduation;Single;68655;0;0;10.08.2020;95;0;456;19;832;75;118;38;4;5;11
1978;2n Cycle;Married;12393;0;0;04.12.2020;38;0;5;6;15;11;7;13;2;0;3
1990;Graduation;Single;64509;0;0;17.08.2021;19;0;836;185;575;24;25;77;6;3;9
1975;Graduation;Single;33955;1;0;09.08.2021;92;0;100;2;128;23;7;10;5;1;5
1977;Graduation;Married;31353;1;1;29.12.2021;24;0;10;0;10;3;1;7;1;1;2
1984;Graduation;Married;55434;1;0;05.10.2021;21;0;238;115;215;169;69;76;5;3;13
1983;Graduation;Together;28359;1;0;27.10.2021;35;0;6;0;5;2;1;2;1;0;2
1987;Graduation;Single;57100;1;0;18.05.2022;9;0;158;11;99;15;11;17;3;2;7
1965;Graduation;Married;69139;0;1;27.01.2022;23;0;86;12;75;33;15;6;4;1;5
1956;Master;Married;52973;0;1;08.11.2020;92;0;856;0;76;12;9;199;9;6;9
1965;PhD;Together;51717;0;1;20.08.2021;55;0;98;1;17;0;1;5;3;0;4
1971;Graduation;Married;18793;1;0;12.01.2021;14;0;4;16;20;0;17;20;2;0;4
1982;2n Cycle;Together;66664;0;0;25.09.2020;78;0;398;96;447;220;96;32;5;7;6
1959;Graduation;Single;50664;1;1;16.01.2021;64;0;313;8;104;6;4;126;8;1;6
1963;Graduation;Together;54414;1;1;23.01.2021;49;0;109;18;16;24;26;18;3;1;5
1952;PhD;Married;54549;0;1;03.03.2022;8;0;216;2;6;0;0;9;5;1;4
1971;PhD;Widow;47111;0;1;08.09.2020;35;0;595;71;153;120;112;41;3;2;10
1963;PhD;Divorced;41003;0;0;17.03.2021;11;0;123;133;142;71;44;88;6;2;8
1982;Graduation;Together;19444;1;0;22.02.2022;8;0;16;0;23;3;2;10;4;1;2
1976;2n Cycle;Together;36301;1;0;25.10.2021;53;0;11;12;35;3;5;12;3;0;3
1947;PhD;Together;73059;0;1;31.08.2021;36;0;410;112;420;0;82;71;9;3;13
1969;PhD;Together;42731;1;0;21.10.2021;64;0;159;2;51;6;2;24;4;1;5
1959;PhD;Married;52854;1;1;24.03.2022;43;0;105;0;10;0;1;0;2;1;4
1978;Graduation;Together;22775;1;0;19.06.2021;40;0;5;1;8;0;0;1;1;0;2
1948;PhD;Together;46681;0;2;08.10.2021;52;0;269;15;69;15;19;38;4;6;4
1955;PhD;Married;59821;0;1;12.04.2021;11;0;629;0;70;0;0;35;11;2;7
1954;Graduation;Divorced;50002;0;1;17.06.2021;21;0;443;5;71;21;16;82;8;2;7
1945;Graduation;Married;69755;0;0;02.10.2021;23;0;217;77;373;111;23;93;3;6;12
1969;Graduation;Married;44078;1;1;19.06.2022;17;0;24;1;10;2;0;4;2;0;3
1976;Master;Together;30560;1;0;27.06.2021;6;0;9;1;5;4;5;7;1;0;3
1969;Master;Together;35924;1;1;23.03.2022;56;0;8;0;14;2;3;7;1;0;3
1964;PhD;Divorced;64140;0;2;23.09.2021;71;0;1459;0;61;0;15;215;2;5;6
1981;Graduation;Together;56386;1;1;27.10.2020;51;0;230;48;214;13;32;75;9;1;7
1979;Basic;Together;24594;1;0;10.12.2021;94;0;1;3;6;10;0;9;1;0;3
1981;2n Cycle;Together;75774;1;0;02.05.2022;27;0;340;21;134;258;14;56;7;5;8
1960;Master;Divorced;39228;0;0;10.05.2021;1;0;7;1;6;0;3;3;0;0;3
1974;Master;Married;58494;0;1;12.12.2021;56;0;298;7;68;4;0;19;6;2;6
1981;Graduation;Single;58684;0;0;16.06.2022;71;0;479;35;179;28;7;85;5;3;12
1967;Graduation;Divorced;57136;0;0;18.05.2021;18;0;267;140;599;34;12;127;7;5;7
1950;PhD;Widow;56551;1;1;07.05.2022;48;0;67;4;32;17;2;16;2;1;4
1982;Graduation;Married;22448;1;0;26.02.2022;86;0;3;1;8;23;2;18;2;1;3
1961;Graduation;Single;82014;0;0;20.08.2020;48;0;980;37;265;35;163;31;3;6;12
1963;Graduation;Widow;34213;1;1;07.09.2020;2;0;50;4;28;6;3;26;3;1;2
1977;Graduation;Together;157146;0;0;29.04.2021;13;0;1;0;1725;2;1;1;0;28;0
1947;PhD;Widow;25358;0;1;22.07.2021;57;0;19;0;5;0;0;8;1;0;3
1978;Master;Single;35544;1;0;08.03.2022;77;0;30;5;23;4;1;4;2;0;3
1954;Master;Together;36634;0;1;28.05.2021;0;0;213;9;76;4;3;30;5;2;5
1954;PhD;Married;62670;0;1;02.02.2022;57;0;539;30;92;80;46;38;5;3;13
1972;2n Cycle;Together;50334;0;1;24.07.2021;24;0;284;16;160;84;16;134;7;4;6
1981;Graduation;Single;72066;0;0;23.06.2022;55;0;1003;34;536;134;51;34;4;6;6
1958;PhD;Single;50729;1;1;02.05.2021;62;0;239;13;143;45;4;52;6;2;7
1968;Graduation;Together;34916;2;0;15.05.2021;89;0;51;23;82;33;0;42;5;1;3
1976;Graduation;Divorced;64892;0;1;29.05.2022;77;0;527;24;230;32;24;65;6;4;12
1966;Graduation;Single;43602;1;1;10.01.2022;45;0;19;5;12;10;3;19;3;1;2
1989;PhD;Single;33996;0;0;11.09.2021;46;0;40;2;15;8;0;6;1;1;3
1985;2n Cycle;Single;41473;1;0;19.06.2021;80;0;21;8;20;15;3;9;2;0;3
1967;PhD;Married;63246;0;2;20.08.2021;60;0;593;30;91;29;22;7;6;3;12
1959;PhD;Married;36732;1;1;29.12.2021;71;0;21;5;3;10;1;7;1;1;4
1970;PhD;Married;69084;1;0;19.11.2021;43;0;1181;107;199;39;30;30;7;3;13
1967;PhD;Married;77766;0;1;22.02.2021;97;0;1004;59;265;115;59;27;11;10;11
1985;PhD;Single;37929;0;0;30.07.2021;49;0;202;2;46;3;2;10;4;2;5
1951;Graduation;Together;86610;0;0;05.09.2021;66;0;446;107;768;33;196;53;5;6;6
1986;Master;Married;80141;0;0;11.01.2021;20;0;1184;102;673;52;40;40;7;4;10
1955;2n Cycle;Married;72635;0;0;03.06.2021;54;0;390;22;323;104;35;107;6;8;6
1970;Graduation;Married;69016;0;1;22.11.2020;61;0;726;53;363;123;107;161;8;9;13
1991;2n Cycle;Together;20193;0;0;28.11.2020;18;0;8;8;22;24;11;9;1;1;4
1975;Graduation;Married;27573;1;0;25.03.2021;45;0;50;15;110;39;15;15;5;1;4
1979;Basic;Single;15862;1;0;27.06.2021;26;0;1;1;4;11;9;10;1;0;3
1976;PhD;Married;49544;1;0;12.02.2021;0;0;308;0;73;0;0;23;5;1;8
1980;Graduation;Married;33228;1;0;23.01.2022;28;0;22;2;31;7;4;5;2;0;3
1978;Graduation;Together;70440;0;0;08.10.2021;49;0;690;117;499;76;102;88;5;10;7
1971;Graduation;Together;38232;1;1;17.01.2022;84;0;43;5;28;7;6;33;3;1;3
1955;PhD;Married;22554;1;1;03.11.2020;38;0;27;0;10;0;0;4;2;0;4
1983;PhD;Married;23536;1;0;04.06.2022;53;0;6;0;3;0;0;1;0;0;3
1952;Graduation;Married;49413;0;1;25.10.2021;88;0;205;7;41;3;2;46;4;2;5
1969;Graduation;Married;42231;1;1;25.03.2022;99;0;24;0;8;0;1;4;1;0;3
1980;Master;Divorced;78789;0;0;08.08.2020;12;0;667;50;850;21;83;83;4;6;5
1968;Graduation;Together;56534;0;1;23.07.2021;35;0;691;7;61;10;0;46;10;4;7
1971;Graduation;Single;58350;0;1;04.01.2021;5;0;493;26;206;116;80;80;8;3;12
1989;Graduation;Single;81217;0;0;19.07.2021;77;0;493;70;324;146;40;84;3;7;11
1951;Graduation;Single;49090;0;1;19.07.2021;45;0;494;5;82;7;0;100;7;2;9
1987;Master;Divorced;61787;0;0;06.07.2021;71;0;621;73;414;78;48;85;8;4;6
1985;PhD;Married;18169;1;0;19.02.2021;40;0;9;0;5;0;0;7;1;0;2
1981;2n Cycle;Single;24336;1;0;27.08.2020;82;0;1;6;2;8;2;12;1;0;2
1990;Graduation;Married;18222;0;0;31.12.2020;70;0;12;4;19;12;6;14;2;0;3
1952;Graduation;Divorced;62335;0;1;23.05.2021;87;0;243;131;217;85;6;26;3;3;13
1971;2n Cycle;Together;42033;1;1;19.09.2020;95;0;11;1;4;2;0;7;1;0;2
1983;PhD;Married;86580;0;0;27.02.2021;72;0;532;21;127;26;20;20;4;2;5
1957;PhD;Divorced;41437;1;1;22.09.2020;5;0;29;0;2;0;0;1;1;0;3
1951;Master;Widow;73705;0;2;05.03.2022;86;0;612;91;520;258;107;107;9;6;8
1976;Graduation;Married;61064;0;1;31.08.2020;80;0;387;126;342;0;45;180;8;4;11
1955;Master;Married;38452;1;1;30.03.2022;62;0;56;0;14;0;0;2;3;0;3
1989;Graduation;Single;18358;1;0;20.11.2021;49;0;6;8;19;16;4;4;3;0;4
1973;PhD;Together;55012;0;1;21.03.2022;85;0;582;0;65;0;0;13;8;2;9
1973;Basic;Together;9722;1;0;02.10.2020;7;0;6;17;16;6;16;42;3;1;3
1984;PhD;Married;38175;1;0;23.09.2021;6;0;70;6;69;2;3;3;3;1;4
1956;Master;Together;58656;0;1;20.09.2020;25;0;962;12;194;16;24;12;7;8;13
1965;Graduation;Together;52117;0;1;16.08.2020;55;0;112;10;107;30;0;20;5;2;4
1978;Graduation;Married;64813;1;0;02.01.2022;81;0;293;0;124;179;97;52;7;2;10
1973;PhD;Married;54222;0;1;01.03.2022;98;0;199;12;31;3;12;7;3;3;5
1986;Graduation;Married;83512;0;0;17.06.2022;31;0;1060;61;835;80;20;101;4;7;10
1959;Master;Married;77520;0;1;28.08.2021;30;0;940;44;396;0;88;58;8;7;7
1978;Graduation;Together;41154;0;1;09.04.2021;98;0;44;2;11;2;3;7;1;0;4
1966;Graduation;Married;80398;0;0;10.11.2020;92;0;342;51;936;207;35;26;5;8;12
1992;Basic;Single;18746;1;0;29.05.2022;41;0;2;10;11;12;9;20;3;0;3
1984;Graduation;Together;35196;1;0;13.11.2020;68;0;75;12;141;43;39;187;6;1;5
1956;Graduation;Single;60230;0;1;20.05.2021;78;0;520;20;367;39;81;40;6;3;6
1977;Graduation;Married;22108;1;1;08.05.2022;46;0;5;3;9;6;2;6;2;0;3
1974;Graduation;Together;44392;1;1;05.09.2021;71;0;87;5;71;7;12;29;4;1;4
1976;PhD;Married;55424;0;1;25.11.2020;6;0;462;61;184;10;53;107;7;5;9
1979;Graduation;Married;17688;1;0;13.01.2021;82;1;2;2;1;3;1;2;1;0;2
1983;PhD;Married;92491;0;0;01.05.2021;71;0;979;44;935;29;25;22;7;5;12
1991;Graduation;Single;90273;0;0;14.12.2021;32;0;704;129;853;120;74;111;5;6;7
1962;PhD;Widow;82571;0;0;02.04.2022;28;0;861;31;558;62;95;79;6;5;13
1982;PhD;Single;38513;1;0;28.01.2022;20;0;172;3;115;16;0;18;6;1;5
1979;Master;Single;16653;1;0;18.04.2022;10;0;5;7;31;15;4;7;2;1;3
1955;Graduation;Together;42586;1;1;29.10.2020;7;0;194;2;56;0;0;0;4;1;6
1965;Basic;Single;23529;0;1;07.01.2021;67;0;9;7;13;3;2;20;1;1;2
1961;Master;Together;74881;1;1;08.03.2021;48;0;505;72;270;36;27;54;9;2;12
1951;Graduation;Married;71107;0;1;17.02.2021;61;0;533;10;217;198;174;195;7;6;13
1964;PhD;Together;46910;1;1;23.03.2022;36;0;48;0;14;0;0;6;2;0;3
1959;Graduation;Married;18690;0;0;28.12.2020;77;0;6;1;7;23;4;19;1;1;2
1955;Graduation;Divorced;37244;1;1;27.04.2021;90;0;18;2;10;0;0;25;1;1;2
1966;Graduation;Together;82427;0;0;12.03.2022;35;0;482;147;509;104;107;107;3;5;12
1958;2n Cycle;Single;75342;0;1;06.05.2021;38;0;204;97;97;21;118;26;5;2;10
1954;Graduation;Divorced;70044;0;1;18.02.2021;46;0;1073;0;250;153;14;14;7;10;5
1967;Graduation;Single;79146;1;1;24.04.2022;33;0;245;16;223;21;43;16;8;1;8
1963;Graduation;Married;77437;0;0;26.11.2021;70;0;560;21;442;29;44;29;4;5;13
1959;Graduation;Married;54984;0;1;24.05.2022;51;0;173;13;131;32;3;6;6;1;6
1971;PhD;Married;42403;1;0;11.12.2021;18;0;22;1;11;0;5;3;1;0;3
1964;Graduation;Together;55761;0;1;24.04.2022;97;0;136;1;12;0;3;32;4;1;3
1983;Graduation;Together;37292;1;0;18.04.2021;32;0;275;0;86;10;23;66;6;3;5
1945;PhD;Single;45576;0;0;28.05.2022;9;0;56;19;29;2;14;25;3;1;3
1947;Graduation;Together;70321;0;0;16.01.2021;6;0;303;23;751;82;26;191;6;5;13
1969;PhD;Divorced;58086;0;1;20.01.2021;80;0;708;7;62;0;0;15;11;3;7
1952;Graduation;Married;81795;0;0;26.10.2020;74;0;324;132;693;27;118;88;4;11;7
1947;Basic;Together;28389;0;0;20.11.2020;49;0;1;5;3;7;4;8;1;0;2
1946;Master;Married;66835;0;0;28.09.2021;21;0;620;26;195;34;17;141;6;4;13
1969;Graduation;Divorced;69901;0;1;29.05.2021;95;0;312;21;206;102;92;149;7;3;10
1949;PhD;Married;80360;0;0;03.03.2021;56;0;1493;86;454;112;43;43;4;4;5
1961;PhD;Together;63342;0;1;16.10.2020;48;0;918;21;118;13;10;21;8;3;5
1974;Graduation;Married;44989;0;1;12.09.2020;26;0;98;0;106;49;10;106;5;1;5
1980;2n Cycle;Single;31859;1;0;27.02.2022;3;0;3;4;7;15;8;11;1;0;3
1949;PhD;Widow;51569;0;1;12.02.2021;39;0;380;0;47;6;0;34;7;1;7
1971;Graduation;Widow;30372;1;1;25.12.2020;33;0;15;0;12;7;3;7;2;0;3
1979;Basic;Single;16014;1;1;17.03.2021;42;0;3;9;4;7;8;7;1;1;4
1968;Graduation;Married;41120;1;1;06.11.2021;80;0;24;2;23;0;8;24;2;1;3
1971;Master;Single;39763;1;0;04.08.2021;9;0;80;1;60;4;6;16;5;1;2
1955;PhD;Married;38725;1;1;10.05.2022;52;0;31;0;6;2;1;5;1;0;4
1972;Graduation;Married;77981;1;0;26.05.2021;78;0;138;120;204;16;126;60;7;4;7
1964;2n Cycle;Married;62905;0;1;10.09.2021;68;0;166;75;96;119;107;59;7;2;8
1979;2n Cycle;Divorced;13533;1;0;10.03.2021;45;0;12;3;8;8;0;17;2;0;3
1975;Graduation;Together;59481;0;1;23.10.2021;47;0;178;3;85;71;66;58;3;3;8
1977;Graduation;Married;72117;0;1;20.08.2021;34;0;707;20;171;65;60;50;9;7;9
1986;2n Cycle;Married;21955;1;0;07.09.2021;81;0;5;1;7;17;14;11;2;1;3
1956;Graduation;Married;67131;0;1;26.03.2021;72;0;465;71;250;93;35;62;9;2;12
1980;PhD;Single;36802;1;0;16.06.2022;23;0;16;1;2;0;0;1;1;0;3
1982;Graduation;Together;71853;0;0;08.05.2021;29;0;358;108;413;141;97;32;2;8;6
